County	State	Population_Density	Poverty	Infant_Mortality	Suicide	Total_Births	Total_Deaths
Iron	WI	9	9.6	12.3	-1111.1	475	922
Jackson	WI	20	9.5	9	7.3	2088	1934
Jefferson	WI	142	5.7	3.6	14.6	4726	2984
Juneau	WI	35	9.6	5.2	12.4	2810	2736
Kenosha	WI	588	8.8	5.6	13.6	6381	3763
Kewaunee	WI	61	5.6	3.9	12.3	2292	1861
La Crosse	WI	241	9.7	4.8	11.7	3760	2717
Lafayette	WI	26	8.6	8.7	11.8	1787	1540
Langlade	WI	24	10.2	6.1	10.7	2199	2289
Lincoln	WI	34	7.2	8.9	20.2	1571	1612
Manitowoc	WI	139	7	7.9	11	4435	4107
Marathon	WI	83	7.2	7.2	10.1	4587	2914
Marinette	WI	31	8.9	5.7	14.3	2092	2572
Marquette	WI	33	8.4	9.5	16.7	1522	1651
Menominee	WI	13	19.3	8.5	-1111.1	901	376
Milwaukee	WI	3815	16.2	10.4	11.4	43885	26557
Monroe	WI	47	10.2	9	14.8	2885	2031
Oconto	WI	38	7	5.2	8.2	1930	1702
Oneida	WI	33	8.1	4.5	11.3	1539	1976
Outagamie	WI	267	5.6	6.7	9.7	6839	3357
Ozaukee	WI	371	3.6	4.1	12.2	4409	2965
Pepin	WI	32	8.1	8	-1111.1	824	825
Pierce	WI	68	6.4	5.3	9.2	2072	1188
Polk	WI	48	7.2	6.3	10	2372	2002
Portage	WI	84	8.4	3.1	9.9	3815	2217
Price	WI	12	9	5.3	14.7	1467	1996
Racine	WI	588	9.3	10.9	11.6	7676	4595
Richland	WI	31	9.6	6.7	11.7	1992	1837
Rock	WI	219	8.3	6.3	10.1	6059	3954
Rusk	WI	17	11	8.6	14.7	1708	1792
St. Croix	WI	107	4.2	6.6	7.7	4692	2271
Sauk	WI	69	7.6	7	16.1	3581	2537
Sawyer	WI	14	11.2	4.5	15.8	1768	1944
Shawano	WI	46	8.2	6.8	14.2	2355	2262
Sheboygan	WI	223	6.6	5.9	13.8	4097	3097
Taylor	WI	20	8.8	6.8	15.7	2297	1879
Trempealeau	WI	38	7.9	3.2	12.2	1562	1512
Vernon	WI	37	10.9	3.1	16.6	1929	1557
Vilas	WI	26	8	8.1	14.1	1764	2615
Walworth	WI	180	8	5.3	11	5666	4077
Washburn	WI	21	9.7	7	11.4	1575	1846
Washington	WI	293	4.6	3.8	9.8	4493	2572
Waukesha	WI	682	4.1	3	8	13001	8256
Waupaca	WI	70	7.4	8.4	10.5	2961	3352
Waushara	WI	40	9.6	7.6	9.8	2324	2487
Winnebago	WI	364	7.5	6.1	12.5	5441	3870
Wood	WI	95	7.8	3.7	11	4352	3424
Albany	WY	7	14.4	3.7	15.6	1881	925
Big Horn	WY	4	13.2	6.2	21.9	1440	1304
Campbell	WY	8	7.9	4.7	20	2548	841
Carbon	WY	2	12.2	8.8	27.9	1775	1400
Converse	WY	3	10.5	7.5	20.7	1486	894
Crook	WY	2	8.5	0	20.8	634	481
Fremont	WY	4	12.9	9.4	27.2	2440	1843
Goshen	WY	6	14.6	7.7	15.2	1419	1276
Hot Springs	WY	2	11.6		23.9	437	627
Johnson	WY	2	9.6	0	14	674	739
Laramie	WY	32	9.9	6.5	14.4	5807	3337
Lincoln	WY	4	9.5	6.4	19.8	1907	983
Natrona	WY	13	12.1	4.9	23.2	4508	2938
Niobrara	WY	1	14.1		-1111.1	254	307
Park	WY	4	11.7	3.9	17.4	1281	1173
Platte	WY	4	11.5	5	22.2	901	983
Sheridan	WY	11	11.5	4.8	20.5	1456	1455
Sublette	WY	1	7.7	8.7	20.4	656	467
Sweetwater	WY	4	8.6	10.2	27.9	2756	1264
Teton	WY	5	5.6	3.5	13.1	1931	680
Uinta	WY	10	10.6	7	18.4	3186	1060
Washakie	WY	4	11.1	9.1	14.1	974	844
Weston	WY	3	9.9	11.7	15.8	670	629
